id,Q2: How many ingredients would you expect this food item to contain?,Q4: How much would you expect to pay for one serving of this food item?,Label,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)_1","Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)_2","Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)_3","Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)_4","Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)_5",Q8: How much hot sauce would you add to this food item?_A little (mild),Q8: How much hot sauce would you add to this food item?_A lot (hot),Q8: How much hot sauce would you add to this food item?_A moderate amount (medium),Q8: How much hot sauce would you add to this food item?_I will have some of this food item with my hot sauce,At a party,Late night snack,Week day dinner,Week day lunch,Weekend dinner,Weekend lunch,Friends,Parents,Siblings,Strangers,Teachers,big_bucket,water,alcohol,soft_drink,tea,juice,soup
716749,4.0,15.0,Pizza,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,,1,0,0,0,0,0
633143,7.5,5.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,,0,0,1,0,0,0
743828,10.0,5.0,Pizza,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,,0,0,1,0,0,0
520861,4.0,12.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,,0,0,1,0,0,0
517019,5.0,4.0,Pizza,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,,0,0,1,0,0,0
626779,5.0,4.0,Pizza,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,,0,0,1,0,0,0
611716,3.0,7.0,Pizza,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,,0,0,1,0,0,0
193195,5.0,5.0,Pizza,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,,0,0,1,0,0,0
627530,7.0,10.0,Pizza,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,,0,0,1,0,0,0
626479,3.0,15.0,Pizza,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,,0,0,1,0,0,0
624540,3.0,15.0,Pizza,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,,0,0,0,1,0,0
625315,5.5,7.0,Pizza,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,,0,0,0,0,0,0
601941,4.0,15.0,Pizza,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,,0,0,1,0,0,0
723968,21.0,10.0,Pizza,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,,0,0,1,0,0,0
715806,10.0,7.0,Pizza,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,,0,0,1,0,0,0
720045,8.0,5.0,Pizza,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,,1,0,0,0,0,0
713585,6.0,30.0,Pizza,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,,0,0,1,0,0,0
611188,4.0,7.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,,0,1,0,0,0,0
606726,10.0,16.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,,0,0,1,0,0,0
629142,5.0,5.0,Pizza,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,,0,0,1,0,0,0
634825,7.0,5.0,Pizza,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,,0,0,1,0,0,0
613409,8.0,8.0,Pizza,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,,0,0,1,0,0,0
633224,4.0,2.5,Pizza,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
738850,6.0,5.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,,0,0,1,0,0,0
500470,6.0,8.0,Pizza,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,,0,0,1,0,0,0
13183,6.0,4.0,Pizza,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,,0,0,1,0,0,0
627169,15.0,20.0,Pizza,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,,0,0,1,0,0,0
229041,5.0,5.0,Pizza,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,,0,0,1,0,0,0
496344,8.0,3.0,Pizza,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,,0,0,1,0,0,0
409723,11.0,7.0,Pizza,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,,0,0,1,0,0,0
630949,7.0,10.0,Pizza,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,,0,0,1,0,0,0
413014,7.0,7.5,Pizza,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,,0,0,1,0,0,0
310438,4.0,5.0,Pizza,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,,0,0,1,0,0,0
627430,4.0,10.0,Pizza,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,,0,0,1,0,0,0
526510,4.0,6.0,Pizza,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,0,0,1,0,0,0
390823,4.0,5.0,Pizza,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,,0,0,1,0,0,0
717116,6.0,20.0,Pizza,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
712143,6.0,15.0,Pizza,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,,0,0,1,0,0,0
612538,6.0,3.0,Pizza,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,,0,0,1,0,0,0
627539,4.0,5.0,Pizza,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,,0,0,1,0,0,0
603812,5.0,5.0,Pizza,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,,0,1,0,0,0,0
740568,10.0,5.0,Pizza,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,,0,0,1,0,0,0
712702,7.0,3.0,Pizza,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,,0,0,1,0,0,0
519638,7.0,2.0,Pizza,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,,0,0,1,0,0,0
627800,3.5,5.0,Pizza,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,,0,0,1,0,0,0
406863,5.0,5.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,,0,0,1,0,0,0
726962,10.0,8.0,Pizza,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,,0,0,1,0,0,0
628077,10.0,5.0,Pizza,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,,0,0,1,0,0,0
601693,6.0,3.0,Pizza,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,,0,0,1,0,0,0
517096,3.5,5.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,,0,0,1,0,0,0
606821,5.0,3.0,Pizza,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,,0,0,1,0,0,0
455047,4.0,6.0,Pizza,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,,0,0,1,0,0,0
625576,10.0,5.0,Pizza,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,,1,0,0,0,0,0
716549,8.0,9.0,Shawarma,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,,1,0,0,0,0,0
715742,2.0,10.0,Shawarma,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,,0,0,1,0,0,0
727333,3.0,8.0,Shawarma,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,,1,0,0,0,0,0
606874,10.0,10.0,Shawarma,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,,0,0,1,0,0,0
505318,7.5,8.0,Shawarma,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,,0,0,0,0,0,0
605771,5.0,10.0,Shawarma,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,0,0,0
606929,3.0,10.0,Shawarma,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,1,0,0,0
609789,4.0,15.0,Shawarma,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,,0,0,1,0,0,0
644623,5.0,8.5,Shawarma,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,,0,0,0,0,0,0
626792,13.0,13.0,Shawarma,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,,1,0,0,0,0,0
714863,10.0,10.0,Shawarma,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,,0,0,1,0,0,0
602805,10.0,11.0,Shawarma,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,,1,0,0,0,0,0
602526,9.0,13.0,Shawarma,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,,0,0,1,0,0,0
497421,3.0,25.0,Shawarma,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,,0,0,1,0,0,0
389328,5.0,10.0,Shawarma,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,,0,1,0,0,0,0
289931,6.0,12.0,Shawarma,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
620148,5.0,7.0,Shawarma,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,,1,0,0,0,0,0
387155,10.0,12.0,Shawarma,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,,1,0,0,0,0,0
516975,12.0,13.5,Shawarma,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,,0,1,0,0,0,0
630825,4.0,5.0,Shawarma,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,,0,0,1,0,0,0
614043,6.5,8.0,Shawarma,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,,0,0,0,0,0,0
521125,8.0,9.0,Shawarma,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,,0,1,0,0,0,0
627780,5.0,10.0,Shawarma,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,1,0,0,0,0,0
492744,8.0,14.0,Shawarma,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,,0,0,1,0,0,0
618747,7.0,9.0,Shawarma,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,,0,0,0,0,0,0
607815,8.0,10.0,Shawarma,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,,0,0,1,0,0,0
601609,8.0,10.0,Shawarma,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,,0,0,1,0,0,0
602657,10.0,10.0,Shawarma,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,,0,0,0,1,0,0
616449,4.0,10.0,Shawarma,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,,0,0,1,0,0,0
501893,5.0,,Shawarma,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,,0,0,1,0,0,0
507448,1.0,10.0,Shawarma,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,,0,0,1,0,0,0
606556,3.0,4.0,Shawarma,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,,0,0,1,0,0,0
724326,7.0,12.0,Shawarma,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,,1,0,0,0,0,0
616945,5.0,8.0,Shawarma,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,,0,0,1,0,0,0
630962,5.0,7.5,Shawarma,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,,1,0,0,0,0,0
715814,6.0,6.5,Shawarma,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,,1,0,0,0,0,0
502799,6.0,6.0,Shawarma,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,,0,0,1,0,0,0
605278,4.0,7.0,Shawarma,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,,0,0,1,0,0,0
388888,10.0,12.0,Shawarma,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,,0,0,1,0,0,0
519548,8.0,15.0,Shawarma,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,,1,0,0,0,0,0
405521,3.0,15.0,Shawarma,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,,0,0,1,0,0,0
607410,5.0,8.0,Shawarma,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,,0,0,1,0,0,0
715795,6.0,8.0,Shawarma,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,,0,0,1,0,0,0
625326,6.0,7.0,Shawarma,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,,0,0,0,0,0,0
627220,8.0,12.5,Shawarma,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,,0,0,1,0,0,0
634964,3.0,10.0,Shawarma,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
722500,4.0,7.0,Shawarma,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,,0,0,1,0,0,0
602824,5.0,8.0,Shawarma,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,,1,0,0,0,0,0
618355,8.0,10.0,Shawarma,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,,0,0,1,0,0,0
611097,6.0,6.0,Shawarma,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,,0,0,1,0,0,0
634328,10.0,12.0,Shawarma,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,,0,0,1,0,0,0
607160,5.0,8.0,Shawarma,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,,0,0,1,0,0,0
728522,10.0,8.0,Shawarma,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,,0,0,1,0,0,0
718570,10.0,10.0,Shawarma,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,,0,0,1,0,0,0
714598,7.0,12.0,Shawarma,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,0
601950,4.0,7.0,Shawarma,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,,0,0,1,0,0,0
612478,8.0,14.0,Shawarma,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,,0,0,1,0,0,0
501416,10.0,10.0,Shawarma,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,,0,0,0,0,0,0
629710,15.0,16.0,Shawarma,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,,0,0,1,0,0,0
502610,4.0,12.5,Shawarma,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
603476,9.0,10.0,Shawarma,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,,0,0,1,0,0,0
600957,11.0,16.0,Shawarma,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,,1,0,0,0,0,0
713423,8.0,,Shawarma,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,,0,0,1,0,0,0
722431,7.0,10.0,Shawarma,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,0,1,0,0,0
633234,5.0,8.0,Shawarma,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,,0,0,1,0,0,0
148179,10.0,15.0,Shawarma,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,,0,0,1,0,0,0
715845,10.0,15.0,Shawarma,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,,0,0,1,0,0,0
632153,6.0,12.0,Shawarma,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,,0,0,1,0,0,0
606552,6.0,15.0,Shawarma,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,,0,0,1,0,0,0
738409,8.0,10.0,Shawarma,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,1,0,0,0,0,0
612096,7.0,6.0,Shawarma,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,,0,0,1,0,0,0
743537,5.0,10.0,Shawarma,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,,0,0,1,0,0,0
632896,5.0,10.0,Shawarma,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,,0,0,1,0,0,0
605207,5.0,10.0,Shawarma,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,,1,0,0,0,0,0
617542,5.0,20.0,Shawarma,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,,0,0,1,0,0,0
719554,3.0,6.0,Shawarma,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,0,0,0,0,0,0
627427,6.0,15.0,Shawarma,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,,1,0,0,0,0,0
411315,5.0,6.0,Shawarma,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,,0,0,1,0,0,0
631507,7.0,10.0,Shawarma,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,,0,0,1,0,0,0
627798,10.0,10.0,Shawarma,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,,0,0,1,0,0,0
712093,7.0,10.0,Shawarma,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,,0,0,1,0,0,0
627488,12.0,10.0,Shawarma,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,,0,0,1,0,0,0
626493,7.0,10.0,Shawarma,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,,0,0,1,0,0,0
601363,11.0,11.5,Shawarma,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,,0,0,0,0,0,0
712898,9.0,7.0,Shawarma,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,,0,0,1,0,0,0
603398,6.0,8.5,Shawarma,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,,0,0,1,0,0,0
631012,11.0,11.0,Shawarma,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,,0,0,1,0,0,0
601848,5.0,9.0,Shawarma,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,0,0,1,0,0,0
612131,7.0,2.0,Shawarma,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,,1,0,0,0,0,0
408630,3.0,10.0,Shawarma,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,,1,0,0,0,0,0
632091,8.0,13.0,Shawarma,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,,0,0,1,0,0,0
601122,12.0,10.0,Shawarma,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,,0,0,1,0,0,0
602871,3.0,6.0,Shawarma,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,1,0,0,0
520828,4.0,10.0,Shawarma,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,,1,0,0,0,0,0
514199,6.0,7.0,Shawarma,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,,1,0,0,0,0,0
389697,10.0,8.0,Shawarma,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,,1,0,0,0,0,0
714430,10.0,15.0,Shawarma,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,0,0,1,0,0,0
612567,4.0,6.0,Shawarma,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,0,0,1,0,0,0
744468,5.0,5.0,Shawarma,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,,0,0,0,0,0,0
502722,7.5,7.5,Shawarma,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,,1,0,0,0,0,0
519681,20.0,10.0,Shawarma,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,,0,0,1,0,0,0
631125,8.0,10.0,Shawarma,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,,0,0,1,0,0,0
606119,5.0,13.0,Shawarma,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,,0,0,1,0,0,0
627252,15.0,8.0,Shawarma,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,,1,0,0,0,0,0
616568,5.0,15.0,Shawarma,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
603838,10.0,6.0,Shawarma,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,,0,0,1,0,0,0
719735,6.0,10.0,Shawarma,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,,1,0,0,0,0,0
608062,7.0,12.0,Shawarma,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,1,0,0,0
608704,7.0,10.0,Shawarma,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
520383,6.0,11.0,Shawarma,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,,1,0,0,0,0,0
603793,10.0,20.0,Shawarma,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,,1,0,0,0,0,0
603933,8.0,15.0,Shawarma,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,0,0,1,0,0,0
605519,8.0,8.0,Shawarma,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,,1,0,0,0,0,0
524803,4.0,7.0,Shawarma,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,,0,1,0,0,0,0
629712,6.0,14.0,Shawarma,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,,0,0,1,0,0,0
627505,10.0,8.0,Shawarma,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,,1,0,0,0,0,0
526131,4.0,8.0,Shawarma,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,,1,0,0,0,0,0
607065,7.0,12.0,Shawarma,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,,0,0,1,0,0,0
500077,15.0,10.0,Shawarma,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,,0,0,1,0,0,0
633350,12.0,11.5,Shawarma,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,,0,1,0,0,0,0
601945,6.0,6.0,Shawarma,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,,0,0,1,0,0,0
629878,5.5,9.0,Shawarma,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,,1,0,0,0,0,0
712766,10.0,15.0,Shawarma,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,,1,0,0,0,0,0
603664,8.0,16.0,Shawarma,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,1,0,0,0,0,0
840827,4.0,10.0,Shawarma,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,1,0,0,0,0,0
604897,6.0,13.0,Shawarma,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,,0,0,1,0,0,0
525422,6.0,8.0,Shawarma,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,,1,0,0,0,0,0
602560,7.5,12.0,Shawarma,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,,0,0,1,0,0,0
738379,9.0,10.0,Shawarma,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,,0,0,0,0,0,0
622023,8.0,10.0,Shawarma,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
604770,9.0,11.0,Shawarma,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,,0,0,0,0,0,0
608318,8.5,12.5,Shawarma,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,,0,0,1,0,0,0
626757,5.0,10.0,Shawarma,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,,0,0,1,0,0,0
745297,6.0,9.0,Shawarma,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,,0,0,1,0,0,0
627599,7.0,7.0,Shawarma,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,,0,0,1,0,0,0
520037,7.0,12.0,Shawarma,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,,0,0,1,0,0,0
632189,6.0,5.99,Shawarma,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,,1,0,0,0,0,0
627636,4.0,9.0,Shawarma,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,,1,0,0,0,0,0
295428,6.0,8.0,Shawarma,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,,0,0,0,0,0,0
228777,10.0,8.0,Shawarma,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,,0,0,1,0,0,0
